portal_rank_247,player_name,role,team,new_team,conf,GP,Min_per,min_factor,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec_Rank,ast_tov,rimmade,rimmade_rimmiss,midmade,midmade_midmiss,rim_pct,mid_pct,dunksmade,dunksmade_dunksmiss,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,bpm_adj,adj_bpm2,obpm,dbpm,gbpm,adj_gbpm,min_adj_gbpm,mp,mp_factor,cam_gbpm,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,idk,dob,gp_weight,cam_gbpm_v2,min_adj_gbpm_v2,conf_sos,sos_adj,adj_gbpm_sos,cam_gbpm_v3,min_adj_gbpm_v3
,Christian Oliver,PF/C,Morgan St.,,MEAC,23,32.1,0.913,108.9,13.9,55.3,57.16,5.9,15.9,4.3,15.2,17,26,0.654,39,67,0.582,2,9,0.222,2.9,0.7,34.2,Sr,6-10,21,0.227139,96.7166,7.1,2026,135043,"Pasadena, CA",,0.71420614,21,31,18,36,0.6774,0.5,4,4,1,,111.911,120.343,0.732561,60.2818,-5.47148,30.365,-4.752,-3.51076,-1.96072,-5.22268,-4.475,-4.084,14.3462,0.936,-4.188,-4.08262,-1.14006,0.8462,2.1154,2.9615,0.3846,0.1923,0.3846,4.3462,1.45849,2003-10-15,0.742,-3.107,-3.030,-4.384,-2.192,-6.667,-4.629,-4.515
,John Kelly,Wing F,NJIT,,AE,32,38.8,0.951,105.6,15.9,47.5,53.25,6.5,11.4,4.5,13.5,44,64,0.688,29,65,0.446,13,37,0.351,0.7,1.4,62.7,So,6-8,25,0.235853,96.7479,4.3,2026,128100,"Hillsborough, NJ",,0.59990096,27,56,2,9,0.4821,0.2222,9,11,0.8182,,110.85,116.869,0.941753,76.7345,-4.59052,34.602,-4.211,-2.78347,-1.80704,-4.34294,-3.988,-3.792,15.5727,1.029,-4.103,-3.06233,-1.28061,0.9091,1.6061,2.5152,0.3636,0.4545,0.1212,4.3333,4.40329,2005-10-15,0.800,-3.283,-3.034,-3.286,-1.643,-5.631,-4.635,-4.284
,Pearse McGuinn,Stretch 4,Stonehill,,NEC,23,16.3,0.733,79.8,17.1,39.1,42.95,7.2,9.6,5.9,25.6,8,11,0.727,12,31,0.387,4,15,0.267,2,0,23.9,So,6-8,31,-0.564296,73.9153,2.5,2026,127915,"Havertown, PA",,0.46666665,10,22,2,9,0.4545,0.2222,1,1,1,,108.35,114.743,0.600143,27.5113,-9.997,32.413,-9.577,-8.2318,-1.7652,-8.23818,-7.852,-5.758,9.264,0.667,-5.236,-6.16296,-2.07522,0.64,0.96,1.6,0.28,0,0.16,2.68,4.39215,2005-10-15,0.742,-3.885,-4.272,-3.038,-1.519,-9.371,-4.636,-5.099
,Carlos Coronado Jr.,Combo G,Northern Illinois,,MAC,18,15.3,0.767,85.2,23.8,39.8,49.22,0.7,7.4,7.6,24,27,38,0.711,12,26,0.462,5,23,0.217,0,1.4,77.6,Fr,6-3,2,-0.132128,88.367,3.5,2026,134332,"Coolidge, AZ",,0.55000001,9,21,3,5,0.4286,0.6,0,0,,,118.201,118.604,0.520585,23.3223,-11.0878,44.996,-12.116,-7.05182,-4.03595,-9.22974,-10.021,-7.683,10.125,0.646,-6.474,-5.68837,-3.54137,0.2,0.65,0.85,0.55,0.3,0,3.9,7.71683,2006-10-15,0.692,-4.482,-5.319,-0.706,-0.353,-10.374,-4.640,-5.506
,Bryce Cofield,Wing F,Cal St. Fullerton,,BW,32,53.3,1.111,91.3,27.8,45.5,48.78,5.4,19.6,19.6,19.9,84,145,0.579,106,215,0.493,6,38,0.158,2.5,1.8,57.3,Fr,6-6,12,0.520268,99.402,4.2,2026,134341,"Reseda, CA",58.8,1.08001273,86,157,20,58,0.5478,0.3448,10,13,0.7692,,107.782,108.383,1.92196,140.087,-3.9945,66.216,-5.567,-4.23561,0.241107,-3.6001,-4.586,-5.096,21.2647,1.206,-5.530,-2.98526,-0.614836,1.1176,3.6765,4.7941,2.3824,0.6765,0.4706,10.0882,2.95674,2006-10-15,0.800,-4.424,-4.077,-0.450,-0.225,-4.811,-4.641,-4.276
,Alex Mirhosseini,Scoring PG,Arkansas Pine Bluff,,SWAC,29,76.3,1.358,97.9,19.4,46.3,49.03,1.8,6.4,15.4,15.4,46,64,0.719,30,81,0.37,72,217,0.332,0.8,2.7,21.5,Sr,5-10,1,0.305226,95.1521,4,2026,133727,"Arlington, TX",,1.68001741,27,55,3,26,0.4909,0.1154,0,0,,,116.349,119.873,1.58803,143.163,-2.72785,56.386,-2.456,-0.147193,-2.58065,-2.81686,-2.772,-3.764,31.7548,1.443,-3.999,-1.55683,-1.26003,0.5484,1.8065,2.3548,2.7097,1.5161,0.2581,11.6774,13.2502,2003-10-15,0.784,-3.135,-2.950,-2.677,-1.339,-4.111,-4.648,-4.375
,Baboucarr Njie,PF/C,UTSA,,Amer,27,62.5,1.220,90.6,23.7,45.3,49.42,7.8,13.9,11.3,23.2,64,99,0.646,94,183,0.514,2,31,0.065,6.8,1.5,46.3,So,6-6,24,0.273374,95.406,4.9,2026,126586,"Dayton, OH",,0.60564476,76,132,18,51,0.5758,0.3529,4,4,1,,117.486,116.594,1.59947,123.839,-3.24949,61.790,-4.237,-4.04106,0.791567,-4.30778,-4.912,-5.992,25.6345,1.306,-6.414,-3.34936,-0.958423,1.931,3.2759,5.2069,1.4828,0.7931,1.5862,9.4483,2.54154,2005-10-15,0.771,-4.948,-4.623,0.591,0.296,-4.616,-4.650,-4.345
,Logan Carey,Scoring PG,Maine,,AE,31,64.4,1.217,99.8,22.6,51.4,54.74,3.8,9.4,22.2,18.7,66,100,0.66,80,155,0.516,19,56,0.339,0.7,3.8,47.4,Jr,6-3,0,0.600835,99.0937,4.3,2026,78152,"Shelton, CT",,1.39285714,74,132,6,23,0.5606,0.2609,3,3,1,,104.529,110.15,2.16358,139.265,-2.01781,57.445,-2.300,-1.76252,-0.255287,-2.21479,-2.781,-3.383,25.4937,1.325,-3.686,-2.77529,0.560492,0.7812,2.0312,2.8125,2.4375,1.5625,0.1562,9.6562,4.31795,2004-10-15,0.795,-2.930,-2.689,-3.286,-1.643,-4.424,-4.661,-4.278
,Kamryn Thomas,Stretch 4,Nebraska Omaha,,Sum,25,44.6,1.100,84.7,14.5,39,43.98,5.1,14.3,6,22.5,27,43,0.628,22,52,0.423,9,39,0.231,2.1,0.9,47.3,Sr,6-8,22,-1.13353,76.5663,3.1,2026,126885,"Chicago, IL",,0.86671642,17,37,5,15,0.4595,0.3333,2,2,1,,114.636,115.528,1.35148,81.2268,-5.11458,37.518,-4.449,-4.54307,-0.57151,-5.50933,-4.817,-5.298,20.8321,1.103,-5.314,-4.44885,-1.06048,0.8571,2.6786,3.5357,0.9286,0.2857,0.3571,4.7143,4.37624,2003-10-15,0.758,-4.026,-4.014,-1.524,-0.762,-5.580,-4.662,-4.649
,Ras Elijah Godbolt,Pure PG,Fairleigh Dickinson,,NEC,27,27,0.827,90.8,8.8,20,31.57,3.2,4.1,14.8,15.7,12,13,0.923,4,20,0.2,2,15,0.133,0.4,2,37.1,Fr,6-0,24,-0.691792,75.1515,5.7,2026,134947,"Albany, NY",,2.9999998,1,9,3,11,0.1111,0.2727,0,0,,,115.214,121.381,0.521735,44.5302,-7.16752,20.471,-5.263,-4.53999,-2.62753,-8.60639,-5.530,-4.570,11.7667,0.858,-4.746,-7.76164,-0.844743,0.4333,0.4,0.8333,0.9,0.3333,0.0667,1.3,2.969,2006-10-15,0.771,-3.661,-3.526,-3.038,-1.519,-7.049,-4.667,-4.494
,Chris Dockery,Wing F,UMKC,,Sum,26,51.6,1.134,100.5,18.3,54.4,55.66,7.9,20.7,7.7,20,44,77,0.571,60,108,0.556,9,27,0.333,1.1,1.2,57,Jr,6-6,4,0.297796,96.2297,3.2,2026,135008,"Las Vegas, NV",,0.62502719,55,95,5,13,0.5789,0.3846,6,7,0.8571,,117.025,116.583,1.37176,102.556,-5.65671,47.936,-5.529,-3.79012,-1.86659,-4.55212,-4.385,-4.974,22.1655,1.186,-5.202,-2.50762,-2.04451,1.6552,4.3793,6.0345,0.8621,0.4828,0.2759,7.2414,2.60511,2004-10-15,0.765,-3.978,-3.804,-1.524,-0.762,-5.147,-4.670,-4.465
,Jakai Robinson,Wing G,Bryant,,AE,28,38.1,0.958,113.9,12.1,41.3,53.04,5,9.6,11.7,12.6,37,44,0.841,23,53,0.434,2,10,0.2,2,1,69.8,Sr,6-5,13,0.387212,99.4326,3.3,2026,75707,"Ossining, NY",83.4,2.16674995,20,44,3,9,0.4545,0.3333,2,3,0.6667,,116.382,122.971,0.62467,57.8564,-5.69343,28.628,-4.805,-2.93875,-2.75468,-5.12379,-4.248,-4.069,15.7967,1.020,-4.331,-3.08534,-2.03845,0.6333,1.3667,2,0.8667,0.2333,0.3,3.1,1.38491,2002-04-29,0.778,-3.369,-3.164,-3.286,-1.643,-5.891,-4.672,-4.388
,Titas Sargiunas,Combo G,Lipscomb,,ASun,30,59.3,1.171,101.9,21.8,52.1,54.95,2.3,7.3,14.1,17.6,50,70,0.714,56,106,0.528,45,131,0.344,0.2,2,29.5,Jr,6-4,26,0.614157,99.8356,2.9,2026,79021,"Kaunas, Lithuania",,1.25,49,86,7,20,0.5698,0.35,0,0,,,111.976,111.992,1.84031,110.959,-3.73913,55.427,-3.778,-1.82409,-1.91505,-3.45472,-3.659,-4.285,23.6125,1.272,-4.654,-2.30946,-1.14526,0.4375,1.6875,2.125,1.875,0.8438,0.0312,9.7188,10.4434,2003-03-26,0.789,-3.675,-3.383,-1.988,-0.994,-4.653,-4.673,-4.301
,Connor Amundsen,Scoring PG,Dartmouth,,Ivy,24,71.9,1.301,109.9,18.2,46.3,51.07,1,6.3,25.6,11.8,52,70,0.743,36,81,0.444,34,107,0.318,0,0.9,37.2,So,5-11,30,1.37137,105.555,2.8,2026,127980,"Fresno, CA",,3.31029247,20,35,16,46,0.5714,0.3478,0,0,,,118.283,118.866,1.61212,92.0597,-3.86364,52.380,-3.459,0.0985088,-3.96215,-4.45916,-4.236,-5.511,29.15,1.401,-5.933,-2.01581,-2.44336,0.2308,1.7308,1.9615,3.6923,0.4615,0,9.5385,8.53595,2005-10-15,0.750,-4.450,-4.133,-0.445,-0.223,-4.459,-4.683,-4.350
,Osiris Grady,Wing F,UC Riverside,,BW,30,77.6,1.342,95.1,18.6,45.9,48.94,4.6,14.6,11,17.6,57,89,0.64,105,213,0.493,8,42,0.19,2,0.5,34.9,Jr,6-9,9,0.174956,93.9928,2.9,2026,78010,"Las Vegas, NV",,0.93103448,75,131,30,82,0.5725,0.3659,26,29,0.8966,,113.425,114.306,2.16038,143.743,-3.94214,55.225,-3.960,-3.23765,-0.704489,-3.9072,-3.856,-5.176,31.0344,1.455,-5.610,-2.68437,-1.22283,1.5312,4.1562,5.6875,1.6875,0.3438,0.6875,10.2188,2.53464,2004-10-15,0.789,-4.429,-4.086,-0.450,-0.225,-4.081,-4.687,-4.324
,James Flippin,PF/C,Alabama A&M,,SWAC,24,18.7,0.753,77.1,22.1,38.1,40.73,4.2,18.4,13.7,23.7,13,25,0.52,18,48,0.375,4,15,0.267,4.5,1.6,39.7,Sr,6-10,30,-0.513835,76.5539,4.6,2026,128360,"Milwaukee, WI",,0.74997295,7,22,11,26,0.3182,0.4231,0,0,,,106.834,113.632,0.673759,42.5832,-7.7854,39.166,-8.964,-7.54449,-0.240909,-6.55186,-7.435,-5.601,9.7769,0.714,-5.310,-5.96485,-0.58701,0.3462,1.6154,1.9615,0.6923,0.2308,0.3846,2.7308,3.93818,2003-10-15,0.750,-3.983,-4.201,-2.677,-1.339,-8.773,-4.700,-4.957
,Ma'Shy Hill,C,Abilene Christian,,WAC,30,23.9,0.765,82.4,14.4,60.4,56.4,4.9,15.6,2.2,32,9,24,0.375,29,48,0.604,0,0,0,4.9,0.6,50,Jr,6-10,11,-0.520185,76.6929,6.8,2026,77944,"Austin, TX",53.2,0.23073994,21,33,8,15,0.6364,0.5333,4,5,0.8,,109.316,110.503,0.791958,44.333,-6.96594,27.359,-5.955,-7.52561,0.559669,-8.16912,-7.034,-5.381,10.0788,0.807,-5.680,-7.9692,-0.199922,0.4848,1.0606,1.5455,0.1818,0.0909,0.3636,2.697,0,2004-10-15,0.789,-4.484,-4.248,-0.706,-0.353,-7.387,-4.709,-4.461
,Maurice Vassel,C,Maryland Eastern Shore,,MEAC,23,14.1,0.663,88,16,56,59.14,12.3,8,2.4,35.8,10,15,0.667,14,25,0.56,0,0,0,5.1,0.7,60,So,6-9,22,-0.291065,80.9,6.5,2026,127192,"Brooklyn, NY",,0.15789474,13,21,1,4,0.619,0.25,5,5,1,,112.086,115.939,0.467732,24.1757,-7.31562,26.061,-6.756,-6.40281,-0.912816,-8.72991,-8.061,-5.343,7.568,0.620,-4.999,-7.51918,-1.21073,0.72,0.48,1.2,0.12,0.08,0.28,2,0,2005-10-15,0.742,-3.709,-3.964,-4.384,-2.192,-10.253,-4.718,-5.042
,Gabe Pickens,Scoring PG,New Mexico St.,,CUSA,28,49.4,1.099,89.3,17,45.1,47.93,0.8,7.5,24,29.4,25,41,0.61,30,69,0.435,14,44,0.318,0,2.3,36.3,So,6-0,1,-0.473912,85.6935,4.7,2026,128076,"Phoenix, AZ",,1.77358602,25,50,5,19,0.5,0.2632,0,0,,,110.983,111.597,1.6168,88.0869,-4.80648,42.665,-4.574,-3.70552,-1.10096,-5.27639,-5.088,-5.593,20.8194,1.161,-5.906,-5.16066,-0.115734,0.129,1.4516,1.5806,3.0323,0.7742,0,4.4839,4.50004,2005-10-15,0.778,-4.594,-4.350,-0.280,-0.140,-5.228,-4.720,-4.470
,Ramondo Battle II,Wing F,North Carolina Central,,MEAC,17,12.1,0.716,75.9,20.2,30.2,32.82,5.1,12.5,7.6,10.9,5,8,0.625,7,21,0.333,5,27,0.185,0.9,3.5,16.7,Sr,6-8,22,-0.470613,75.2905,6.2,2026,128294,"Mckinney, TX",,1.4999999,6,14,1,7,0.4286,0.1429,3,3,1,,112.467,116.062,0.504472,24.9036,-10.0616,36.110,-10.078,-5.6972,-4.36438,-9.56485,-9.891,-7.078,8.82,0.575,-5.683,-6.95263,-2.61222,0.55,1.05,1.6,0.45,0.6,0.15,2.35,11.9424,2003-10-15,0.680,-3.864,-4.813,-4.384,-2.192,-12.084,-4.721,-5.880
,Juwan Maxey,Wing G,Ball St.,,MAC,23,34.5,1.017,88.6,22.6,41.3,44.21,0.3,14.3,11.4,12.7,19,24,0.792,15,37,0.405,33,119,0.277,0,1.2,15.4,Sr,6-0,3,-0.223142,88.6636,3.3,2026,127759,"Detroit, MI",,1.20004801,9,20,6,17,0.45,0.3529,0,0,,,111.963,113.97,1.22894,57.8962,-6.98639,53.089,-7.270,-3.82779,-3.15859,-5.77412,-6.208,-6.315,17.825,0.970,-6.022,-3.81627,-1.95785,0.0417,2.0417,2.0833,1,0.3333,0,6.3333,17.9771,2003-10-15,0.742,-4.468,-4.685,-0.706,-0.353,-6.561,-4.722,-4.952
,Dallas Howell,Stretch 4,North Alabama,,ASun,28,80.4,1.361,98.4,14.8,46.8,47.6,2.4,11.3,5.7,13.5,15,25,0.6,25,49,0.51,57,187,0.305,3.9,1.7,10.6,Sr,6-7,34,-0.537339,87.5524,2.7,2026,74150,"Coffee Springs, AL",,0.96868853,19,27,6,22,0.7037,0.2727,1,1,1,,119.079,120.172,1.58401,134.871,-2.25592,43.366,-1.999,-1.705,-0.550927,-3.48902,-3.107,-4.229,31.92,1.481,-4.601,-2.28217,-1.20684,0.7,2.9333,3.6333,1.0333,0.9,1,8.4,12.4627,2001-10-15,0.778,-3.579,-3.289,-1.988,-0.994,-4.101,-4.724,-4.342
,Danas Kazakevicius,Wing F,Howard,,MEAC,30,34.4,0.916,96.2,14.8,42.9,49.64,7.3,11.2,11,25.6,26,33,0.788,32,74,0.432,1,4,0.25,2.6,1.1,42.3,Fr,6-10,13,-0.312941,86.0174,4.4,2026,133829,"Vilnius, Lithuania",,1,24,47,8,27,0.5106,0.2963,3,3,1,,103.468,110.03,1.19849,67.4225,-4.5734,31.313,-4.005,-4.62677,0.0533697,-4.54681,-3.988,-3.655,14.4618,0.969,-3.864,-4.44508,-0.10173,0.9412,1.5,2.4412,1.0294,0.2647,0.2941,3.7059,0.540128,2006-10-15,0.789,-3.050,-2.885,-4.384,-2.192,-6.181,-4.727,-4.471
,MJ Russell,Wing G,Louisiana Monroe,,SB,30,89.2,1.439,96.6,23,46.6,49.45,3,9.5,12.6,13.9,71,101,0.703,118,253,0.466,48,155,0.31,3.1,2,24.8,Jr,6-3,21,0.794741,98.7902,2.1,2026,76970,"Coker, AL",,0.96875,95,174,23,79,0.546,0.2911,27,40,0.675,,120.178,123.517,1.34281,174.47,-4.28113,72.373,-4.288,-1.73499,-2.54614,-3.40442,-3.226,-4.643,35.6844,1.560,-5.032,-0.806822,-2.59759,1,2.9062,3.9062,1.9375,1.25,1.0938,15.3438,8.10298,2004-01-07,0.789,-3.973,-3.666,-1.225,-0.613,-3.838,-4.727,-4.362
,Tracy Steele Jr.,Combo G,Little Rock,,OVC,22,20,0.795,79.2,12.6,47.1,46.2,2.8,9.5,8.4,31.2,6,15,0.4,4,16,0.25,8,18,0.444,1.4,1,44.1,Sr,6-3,12,-0.853422,69.8515,3.7,2026,133987,"North Little Rock, AR",,0.699988,3,11,1,5,0.2727,0.2,0,0,,,114.549,121.401,0.491586,32.3677,-9.74922,27.786,-8.129,-6.36326,-3.38596,-9.05113,-7.484,-5.950,10.8875,0.739,-5.528,-6.33625,-2.71488,0.2917,0.9583,1.25,0.5833,0.1667,0.125,1.6667,4.43364,2003-10-15,0.733,-4.054,-4.364,-2.501,-1.250,-8.735,-4.731,-5.093
,Andrew Austin,Stretch 4,Eastern Illinois,,OVC,21,18.1,0.814,79.1,16,37.3,38.9,2.7,4.9,12.9,20.7,5,9,0.556,7,11,0.636,8,40,0.2,0.6,1.7,17.6,So,6-7,15,-0.67373,73.4695,6,2026,133901,"Rock Rapids, IA",,1.46672001,5,5,2,6,1,0.3333,0,0,,,113.327,118.782,0.555527,28.3677,-8.5103,32.993,-7.824,-5.07742,-3.43289,-8.7267,-8.051,-6.557,11.425,0.703,-5.657,-7.05391,-1.67279,0.2083,0.5833,0.7917,0.9167,0.4167,0.1667,2.4167,11.0158,2005-10-15,0.724,-4.097,-4.748,-2.501,-1.250,-9.301,-4.733,-5.486
,Noah Otshudi,Combo G,Marshall,,SB,30,76.7,1.354,103.6,25.1,48.5,53.39,2.8,8.4,20,19.9,88,104,0.846,142,289,0.491,21,69,0.304,0.1,1.7,29.1,Sr,6-2,5,1.70776,107.884,2.9,2026,133923,"Stoney Creek, Canada",,1.30951758,81,139,61,150,0.5827,0.4067,10,11,0.9091,,115.056,116.662,1.94788,140.439,-5.15488,74.924,-5.149,-1.75587,-3.39901,-3.58467,-3.533,-4.782,31.5548,1.447,-5.110,-1.10501,-2.47966,0.7742,2.6129,3.3871,3.5484,0.9032,0.0323,14.4516,4.11825,2003-10-15,0.789,-4.035,-3.775,-1.225,-0.613,-4.145,-4.734,-4.430
,EJ Ryans,Combo G,Western Michigan,,MAC,29,68.1,1.257,106.2,15.5,47.2,51.64,2.4,4.7,12.9,15.5,39,44,0.886,49,106,0.462,29,90,0.322,0.3,1.1,22.4,So,6-3,3,0.663153,99.3792,3.2,2026,128309,"Grand Rapids, MI",,1.59463759,26,54,23,52,0.4815,0.4423,0,0,,,120.294,121.272,1.23869,103.737,-3.03619,42.797,-2.770,-0.292405,-2.74378,-4.51186,-4.100,-5.156,27.2323,1.363,-5.589,-2.45065,-2.06121,0.6452,1.0645,1.7097,1.9032,0.4839,0.0645,7.5484,6.55385,2005-10-15,0.784,-4.381,-4.041,-0.706,-0.353,-4.454,-4.758,-4.389
,Jay Rodgers,Pure PG,Central Connecticut,,NEC,28,74.9,1.304,106.8,25.8,48.2,53.29,0.3,8.2,45.8,21.7,67,82,0.817,73,162,0.451,32,89,0.36,0.3,0.8,32.7,Sr,6-3,1,1.80636,109.736,1.7,2026,72501,"Pickerington, OH",,2.57498049,33,65,40,97,0.5077,0.4124,0,0,,,115.936,124.015,1.07696,103.525,-5.59208,74.555,-4.832,-0.107799,-5.48428,-3.54422,-2.766,-3.605,29.27,1.429,-3.953,0.610761,-4.15499,0.1,2.1,2.2,6.8667,0.4,0.0667,11.0333,6.48581,2001-10-15,0.778,-3.075,-2.804,-3.038,-1.519,-4.284,-4.763,-4.344
,Jack Graham,Wing G,New Hampshire,,AE,28,68.8,1.272,98.1,20.8,49.6,51.14,1.1,11.5,7.5,12.6,36,57,0.632,59,112,0.527,52,164,0.317,1,2.4,20.7,Jr,6-3,1,0.391452,96.4616,3,2026,79359,"Smithfield, RI",,0.7692308,46,82,13,30,0.561,0.4333,5,6,0.8333,,110.959,115.914,1.7635,131.667,-3.69236,57.610,-3.726,-2.03116,-1.6612,-2.72011,-2.832,-3.602,27.8667,1.370,-3.880,-1.87554,-0.844576,0.4,2.6333,3.0333,1,1.0667,0.3,11.2,12.3128,2003-11-25,0.778,-3.017,-2.802,-3.286,-1.643,-4.475,-4.768,-4.427
,Aiden Goins,Stretch 4,Bowling Green,,MAC,22,15.2,0.702,93.4,22.5,40,46.91,6.5,11.2,3.2,15.6,17,18,0.944,20,48,0.417,4,17,0.235,1.4,0.6,27.7,Jr,6-9,34,0.0674035,94.7975,6.8,2026,135249,"Knoxville, TN",,0.28571428,14,32,6,16,0.4375,0.375,0,0,,,108.718,109.483,0.690432,25.5976,-9.49189,38.244,-10.096,-5.98307,-3.50882,-8.88769,-9.746,-6.840,8.484,0.644,-6.276,-6.57368,-2.31401,0.48,0.92,1.4,0.16,0.2,0.12,4.48,5.42384,2004-10-15,0.733,-4.602,-5.016,-0.706,-0.353,-10.099,-4.769,-5.198
,Luke Bevilacqua,C,Lafayette,,Pat,24,17.5,0.731,86.1,20.6,59,58.02,5.7,15.1,10.9,33.3,18,34,0.529,23,39,0.59,0,0,0,3.6,1.4,87.2,Fr,6-11,34,-0.251853,84.3286,6.4,2026,135234,"Newfield, NJ",53.6,0.48148144,21,25,2,14,0.84,0.1429,0,0,,,111.243,114.585,0.619747,37.8378,-7.56559,35.671,-8.390,-7.71813,0.152547,-7.26602,-7.944,-5.811,9.216,0.691,-5.489,-6.8954,-0.370621,0.44,1.16,1.6,0.52,0.2,0.28,2.8,0,2006-10-15,0.750,-4.117,-4.358,-2.537,-1.268,-9.212,-4.774,-5.054
,Aiden Disu,Wing F,Holy Cross,,Pat,28,62.4,1.261,101.2,22.4,50.6,55.08,4.4,18.6,6.8,16.1,62,77,0.805,93,176,0.528,20,67,0.299,3.4,1.5,31.7,Fr,6-7,12,0.711839,99.7883,3.3,2026,134173,"Buda, TX",38.6,0.51064355,57,104,36,72,0.5481,0.5,14,14,1,,111.808,115.421,1.8177,135.12,-4.15795,61.757,-4.592,-3.2228,-0.935153,-3.29436,-3.437,-4.335,27.4069,1.305,-4.484,-1.87293,-1.42143,1,4.1034,5.1034,0.8276,0.6897,0.7931,10.8276,5.25941,2006-10-15,0.778,-3.488,-3.372,-2.537,-1.268,-4.705,-4.775,-4.616
,Sebastian Whitfield,Wing G,Princeton,,Ivy,28,30.6,0.853,81.8,19.2,41.6,43.17,4.2,14.6,8.1,20.7,10,17,0.588,23,53,0.434,11,42,0.262,0.7,1.8,17.9,Fr,6-6,23,-0.500403,80.57,3.1,2026,135151,"Virginia Beach, VA",,0.68178222,14,34,9,19,0.4118,0.4737,0,0,,,111.067,111.618,0.964936,56.0406,-7.12598,38.837,-7.255,-5.63173,-1.49425,-6.3444,-6.497,-5.542,12.5345,0.914,-5.936,-5.25054,-1.09387,0.4138,1.4828,1.8966,0.5172,0.3448,0.1379,3.3793,7.56456,2006-10-15,0.778,-4.617,-4.311,-0.445,-0.223,-6.719,-4.775,-4.458
,Denver Anglin,Combo G,Iona,,MAAC,31,66.8,1.277,98.1,18.7,44,46.36,0.7,7.5,13,10.8,31,39,0.795,44,103,0.427,56,188,0.298,0.4,1.9,13.4,Jr,6-1,2,0.18694,94.3239,1.6,2026,76156,"Montclair, NJ",83,1.96672525,22,53,22,50,0.4151,0.44,0,1,0,,108.626,113.635,1.98169,132.345,-3.33744,52.033,-3.190,-1.47631,-1.86113,-3.43499,-3.410,-4.355,28.1,1.350,-4.603,-2.44286,-0.992137,0.1613,1.9355,2.0968,1.9032,0.9355,0.0968,9.2581,12.621,2003-10-15,0.795,-3.659,-3.462,-2.090,-1.045,-4.455,-4.780,-4.523
,Cameron Tweedy,Wing G,Saint Francis,,NEC,29,33.2,0.879,107.8,13.5,55.6,56.69,6.3,14.1,6.2,16.4,11,17,0.647,45,80,0.563,0,1,0,0.9,0.7,21,Sr,6-4,20,0.179445,96.265,2.6,2026,77217,"Waldorf, MD",,0.75004848,41,61,4,19,0.6721,0.2105,3,3,1,,121.423,125.986,0.385919,53.637,-7.92423,30.700,-6.933,-3.81532,-4.10891,-5.53704,-4.893,-4.302,13.3097,0.952,-4.657,-2.192,-3.34505,0.7742,1.7097,2.4839,0.3871,0.1613,0.1613,3.6774,0.147691,2002-10-15,0.784,-3.650,-3.372,-3.038,-1.519,-6.412,-4.783,-4.418
,Keelan Steele,C,Maine,,AE,23,38.1,1.094,95.9,23.7,58.8,59.14,6.6,19.7,10.8,23.6,44,77,0.571,70,117,0.598,0,2,0,5.6,2.3,64.7,So,6-10,25,0.322006,96.8862,6,2026,76282,"Altona, Canada",,0.44681612,61,94,9,23,0.6489,0.3913,14,15,0.9333,,100.819,105.578,2.05188,95.5449,-3.40058,55.562,-4.876,-5.48886,2.08829,-3.55465,-4.682,-5.121,20.6042,1.020,-4.774,-4.55608,1.00144,1.0833,3.4583,4.5417,0.875,0.7917,0.9583,8.125,0.260664,2003-10-15,0.742,-3.542,-3.800,-3.286,-1.643,-6.325,-4.784,-5.133
,Anouar Mellouk,PF/C,Morehead St.,,OVC,30,63,1.205,102.4,17.7,50.5,51.87,9.1,10.3,6.3,18.6,32,54,0.593,91,169,0.538,6,29,0.207,3.5,1.4,27.3,Sr,6-8,8,0.376542,96.6747,3.9,2026,74271,"Amsterdam, Netherlands",,0.65118959,45,80,46,89,0.5625,0.5169,10,12,0.8333,,113.609,120.294,1.23052,117.768,-2.23089,45.350,-2.158,-1.6014,-0.629484,-3.53238,-3.373,-4.064,25.0152,1.311,-4.421,-2.06063,-1.47175,1.8485,2.5455,4.3939,0.8485,0.697,0.8485,7.9697,2.28375,2002-10-15,0.789,-3.491,-3.209,-2.501,-1.250,-4.623,-4.785,-4.398
,Riek Riek,PF/C,Gardner Webb,,BSth,24,21.1,0.778,75.2,11.3,46.7,49.42,3.5,10.6,8.6,39.5,4,5,0.8,5,10,0.5,6,20,0.3,3,0.7,16.7,Sr,6-9,7,-0.980101,65.6484,7.4,2026,134617,"Rochester, MN",,0.61905372,4,4,1,6,1,0.1667,0,0,,,124.649,125.498,0.325364,36.0019,-7.96771,23.778,-6.143,-6.25148,-1.71623,-10.3078,-7.873,-6.124,10.4222,0.759,-5.973,-8.43639,-1.87141,0.3333,0.9259,1.2593,0.4815,0.1111,0.2593,1.4074,4.45776,2003-10-15,0.750,-4.480,-4.593,-1.128,-0.564,-8.437,-4.801,-4.922
